Indicador,Nível Territorial,Abertura Territorial,Variável de abertura 1,Categoria de abertura 1,Variável de abertura 2,Categoria de abertura 2,Valor,mes_entrevista,Maio,Junho,Julho,Situação Maio para Junho,Situação Junho para Julho,Agosto,Situação Julho para Agosto,Setembro,Situação Agosto para Setembro,Outubro,Situação Setembro para Outubro,Novembro
CV - Percentual das pessoas que não procuraram atendimento em estabelecimento de saúde (%),Grande Região,Norte,Sexo,Homem,Providência Tomada,Total,0.0,8,0,0,0.0,,,,,,,,,
CV - Percentual das pessoas que não procuraram atendimento em estabelecimento de saúde (%),Grande Região,Norte,Sexo,Homem,Providência Tomada,Ficou em casa,2.656603319344838,8,0.8416326851842614,1.3972424776199472,1.7985068604276722,,,,,,,,,
CV - Percentual das pessoas que não procuraram atendimento em estabelecimento de saúde (%),Grande Região,Norte,Sexo,Homem,Providência Tomada,Ligou para algum profissional de saúde,20.086010850094738,8,9.734717335605012,13.6014606551797,19.837658599204104,,,,,,,,,
CV - Percentual das pessoas que não procuraram atendimento em estabelecimento de saúde (%),Grande Região,Norte,Sexo,Homem,Providência Tomada,Comprou ou tomou remédio por conta própria,2.9768212760049138,8,2.1260764783079265,2.8046036994882195,2.940073360932695,,,,,,,,,
CV - Percentual das pessoas que não procuraram atendimento em estabelecimento de saúde (%),Grande Região,Norte,Sexo,Homem,Providência Tomada,Comprou ou tomou remédio por orientação médica,14.204465688432308,8,8.277736803405972,11.165828272760583,11.296736462398684,,,,,,,,,
CV - Percentual das pessoas que não procuraram atendimento em estabelecimento de saúde (%),Grande Região,Norte,Sexo,Homem,Providência Tomada,"Recebeu visita de algum profissional de saúde do SUS (equipe de saúde da família, agente comunitário, etc.)",23.947499120068105,8,17.94616428901844,18.704987630729285,24.636992916117393,,,,,,,,,
CV - Percentual das pessoas que não procuraram atendimento em estabelecimento de saúde (%),Grande Região,Norte,Sexo,Homem,Providência Tomada,Outra providência,24.978844044967317,8,14.96044793898067,25.945050660306805,23.491866240215522,,,,,,,,,
CV - Percentual das pessoas que não procuraram atendimento em estabelecimento de saúde (%),Grande Região,Norte,Sexo,Mulher,Providência Tomada,Total,0.0,8,0,0,0.0,,,,,,,,,
CV - Percentual das pessoas que não procuraram atendimento em estabelecimento de saúde (%),Grande Região,Norte,Sexo,Mulher,Providência Tomada,Ficou em casa,1.8418789690611805,8,0.8241868552701235,1.0713716419843275,1.454345984975001,,,,,,,,,
CV - Percentual das pessoas que não procuraram atendimento em estabelecimento de saúde (%),Grande Região,Norte,Sexo,Mulher,Providência Tomada,Ligou para algum profissional de saúde,22.155223289565175,8,9.36120368508741,11.717968198886043,18.6849908497421,,,,,,,,,
CV - Percentual das pessoas que não procuraram atendimento em estabelecimento de saúde (%),Grande Região,Norte,Sexo,Mulher,Providência Tomada,Comprou ou tomou remédio por conta própria,3.2762502127467736,8,2.087179033833985,2.526224803790394,3.291560378648569,,,,,,,,,
CV - Percentual das pessoas que não procuraram atendimento em estabelecimento de saúde (%),Grande Região,Norte,Sexo,Mulher,Providência Tomada,Comprou ou tomou remédio por orientação médica,14.247995876792316,8,7.3082672991502635,8.51286756131997,11.235269728275762,,,,,,,,,
CV - Percentual das pessoas que não procuraram atendimento em estabelecimento de saúde (%),Grande Região,Norte,Sexo,Mulher,Providência Tomada,"Recebeu visita de algum profissional de saúde do SUS (equipe de saúde da família, agente comunitário, etc.)",22.028126840579468,8,15.44128861496706,17.4630410256408,22.08718403314449,,,,,,,,,
CV - Percentual das pessoas que não procuraram atendimento em estabelecimento de saúde (%),Grande Região,Norte,Sexo,Mulher,Providência Tomada,Outra providência,26.844902600023584,8,13.41627875567008,18.954673614094297,20.24570988702995,,,,,,,,,
CV - Percentual das pessoas que não procuraram atendimento em estabelecimento de saúde (%),Grande Região,Norte,Grupos de Idade 2,Total ,Providência Tomada,Total,0.0,8,0,0,0.0,,,,,,,,,
CV - Percentual das pessoas que não procuraram atendimento em estabelecimento de saúde (%),Grande Região,Norte,Grupos de Idade 2,Total ,Providência Tomada,Ficou em casa,1.8620967443626961,8,0.6158624664204797,0.9736065706849688,1.300189734831657,,,,,,,,,
CV - Percentual das pessoas que não procuraram atendimento em estabelecimento de saúde (%),Grande Região,Norte,Grupos de Idade 2,Total ,Providência Tomada,Ligou para algum profissional de saúde,19.634928767572582,8,8.301669232797789,10.985449410625153,16.224512583262545,,,,,,,,,
CV - Percentual das pessoas que não procuraram atendimento em estabelecimento de saúde (%),Grande Região,Norte,Grupos de Idade 2,Total ,Providência Tomada,Comprou ou tomou remédio por conta própria,2.6027735108874532,8,1.7703371169236255,2.149708547691403,2.4226660354935308,,,,,,,,,
CV - Percentual das pessoas que não procuraram atendimento em estabelecimento de saúde (%),Grande Região,Norte,Grupos de Idade 2,Total ,Providência Tomada,Comprou ou tomou remédio por orientação médica,12.767912532845752,8,6.7313903706148235,7.855794202202375,9.176050224495881,,,,,,,,,
CV - Percentual das pessoas que não procuraram atendimento em estabelecimento de saúde (%),Grande Região,Norte,Grupos de Idade 2,Total ,Providência Tomada,"Recebeu visita de algum profissional de saúde do SUS (equipe de saúde da família, agente comunitário, etc.)",19.023975903155392,8,14.538973655001225,16.411118715615856,21.946908009015832,,,,,,,,,
CV - Percentual das pessoas que não procuraram atendimento em estabelecimento de saúde (%),Grande Região,Norte,Grupos de Idade 2,Total ,Providência Tomada,Outra providência,22.430177425714916,8,12.44714113722482,20.84076994372846,18.465910718080806,,,,,,,,,
CV - Percentual das pessoas que não procuraram atendimento em estabelecimento de saúde (%),Grande Região,Norte,Grupos de Idade 2,0 a 59 anos ,Providência Tomada,Total,0.0,8,0,0,0.0,,,,,,,,,
CV - Percentual das pessoas que não procuraram atendimento em estabelecimento de saúde (%),Grande Região,Norte,Grupos de Idade 2,0 a 59 anos ,Providência Tomada,Ficou em casa,1.993169783352755,8,0.6684094637516806,1.0619411086789439,1.4372493945473088,,,,,,,,,
CV - Percentual das pessoas que não procuraram atendimento em estabelecimento de saúde (%),Grande Região,Norte,Grupos de Idade 2,0 a 59 anos ,Providência Tomada,Ligou para algum profissional de saúde,21.75886557231414,8,8.600306432489283,11.674106830272613,16.52193895743843,,,,,,,,,
CV - Percentual das pessoas que não procuraram atendimento em estabelecimento de saúde (%),Grande Região,Norte,Grupos de Idade 2,0 a 59 anos ,Providência Tomada,Comprou ou tomou remédio por conta própria,2.694010468785809,8,1.8081828881360218,2.280236791377073,2.583650852132916,,,,,,,,,
CV - Percentual das pessoas que não procuraram atendimento em estabelecimento de saúde (%),Grande Região,Norte,Grupos de Idade 2,0 a 59 anos ,Providência Tomada,Comprou ou tomou remédio por orientação médica,14.96099972907895,8,7.418852946394015,8.678147376897781,10.360295927779923,,,,,,,,,
CV - Percentual das pessoas que não procuraram atendimento em estabelecimento de saúde (%),Grande Região,Norte,Grupos de Idade 2,0 a 59 anos ,Providência Tomada,"Recebeu visita de algum profissional de saúde do SUS (equipe de saúde da família, agente comunitário, etc.)",20.567588785787176,8,16.495498182229507,18.148495627992908,25.61048438545242,,,,,,,,,
CV - Percentual das pessoas que não procuraram atendimento em estabelecimento de saúde (%),Grande Região,Norte,Grupos de Idade 2,0 a 59 anos ,Providência Tomada,Outra providência,24.13390233111877,8,13.039078391323788,22.70093634471602,20.98450022478658,,,,,,,,,
CV - Percentual das pessoas que não procuraram atendimento em estabelecimento de saúde (%),Grande Região,Norte,Grupos de Idade 2,60 anos ou mais ,Providência Tomada,Total,0.0,8,0,0,0.0,,,,,,,,,
CV - Percentual das pessoas que não procuraram atendimento em estabelecimento de saúde (%),Grande Região,Norte,Grupos de Idade 2,60 anos ou mais ,Providência Tomada,Ficou em casa,2.6132775624721343,8,1.3390617729677479,1.5030820523764488,2.3992754116511876,,,,,,,,,
CV - Percentual das pessoas que não procuraram atendimento em estabelecimento de saúde (%),Grande Região,Norte,Grupos de Idade 2,60 anos ou mais ,Providência Tomada,Ligou para algum profissional de saúde,24.58880714257002,8,18.450344565045928,25.320660213427114,33.598846368365365,,,,,,,,,
CV - Percentual das pessoas que não procuraram atendimento em estabelecimento de saúde (%),Grande Região,Norte,Grupos de Idade 2,60 anos ou mais ,Providência Tomada,Comprou ou tomou remédio por conta própria,7.211422964800637,8,5.037546136591249,5.348207052190535,5.5748509065615455,,,,,,,,,
CV - Percentual das pessoas que não procuraram atendimento em estabelecimento de saúde (%),Grande Região,Norte,Grupos de Idade 2,60 anos ou mais ,Providência Tomada,Comprou ou tomou remédio por orientação médica,15.126606577219345,8,10.41673093847893,13.683437287437231,14.101532740043101,,,,,,,,,
CV - Percentual das pessoas que não procuraram atendimento em estabelecimento de saúde (%),Grande Região,Norte,Grupos de Idade 2,60 anos ou mais ,Providência Tomada,"Recebeu visita de algum profissional de saúde do SUS (equipe de saúde da família, agente comunitário, etc.)",28.882301848162463,8,18.005129235662004,28.567735007965616,22.61619318359663,,,,,,,,,
CV - Percentual das pessoas que não procuraram atendimento em estabelecimento de saúde (%),Grande Região,Norte,Grupos de Idade 2,60 anos ou mais ,Providência Tomada,Outra providência,37.2678116137372,8,19.303802919896366,25.431613217909437,32.087125307985126,,,,,,,,,
CV - Percentual das pessoas que não procuraram atendimento em estabelecimento de saúde (%),Grande Região,Norte,Cor ou Raça,Total4,Providência Tomada,Total,0.0,8,0,0,0.0,,,,,,,,,
CV - Percentual das pessoas que não procuraram atendimento em estabelecimento de saúde (%),Grande Região,Norte,Cor ou Raça,Total4,Providência Tomada,Ficou em casa,1.8620967443626961,8,0.6158624664204797,0.9736065706849688,1.300189734831657,,,,,,,,,
CV - Percentual das pessoas que não procuraram atendimento em estabelecimento de saúde (%),Grande Região,Norte,Cor ou Raça,Total4,Providência Tomada,Ligou para algum profissional de saúde,19.634928767572582,8,8.301669232797789,10.985449410625153,16.224512583262545,,,,,,,,,
CV - Percentual das pessoas que não procuraram atendimento em estabelecimento de saúde (%),Grande Região,Norte,Cor ou Raça,Total4,Providência Tomada,Comprou ou tomou remédio por conta própria,2.6027735108874532,8,1.7703371169236255,2.149708547691403,2.4226660354935308,,,,,,,,,
CV - Percentual das pessoas que não procuraram atendimento em estabelecimento de saúde (%),Grande Região,Norte,Cor ou Raça,Total4,Providência Tomada,Comprou ou tomou remédio por orientação médica,12.767912532845752,8,6.7313903706148235,7.855794202202375,9.176050224495881,,,,,,,,,
CV - Percentual das pessoas que não procuraram atendimento em estabelecimento de saúde (%),Grande Região,Norte,Cor ou Raça,Total4,Providência Tomada,"Recebeu visita de algum profissional de saúde do SUS (equipe de saúde da família, agente comunitário, etc.)",19.023975903155392,8,14.538973655001225,16.411118715615856,21.946908009015832,,,,,,,,,
CV - Percentual das pessoas que não procuraram atendimento em estabelecimento de saúde (%),Grande Região,Norte,Cor ou Raça,Total4,Providência Tomada,Outra providência,22.430177425714916,8,12.44714113722482,20.84076994372846,18.465910718080806,,,,,,,,,
CV - Percentual das pessoas que não procuraram atendimento em estabelecimento de saúde (%),Grande Região,Norte,Cor ou Raça,Branca,Providência Tomada,Total,0.0,8,0,0,0.0,,,,,,,,,
CV - Percentual das pessoas que não procuraram atendimento em estabelecimento de saúde (%),Grande Região,Norte,Cor ou Raça,Branca,Providência Tomada,Ficou em casa,3.288680100415932,8,1.5732870765606637,1.9215131107107968,2.5734159524494773,,,,,,,,,
CV - Percentual das pessoas que não procuraram atendimento em estabelecimento de saúde (%),Grande Região,Norte,Cor ou Raça,Branca,Providência Tomada,Ligou para algum profissional de saúde,27.99299535720311,8,16.446751040444173,17.664165684163148,30.04504688552992,,,,,,,,,
CV - Percentual das pessoas que não procuraram atendimento em estabelecimento de saúde (%),Grande Região,Norte,Cor ou Raça,Branca,Providência Tomada,Comprou ou tomou remédio por conta própria,4.909451935814551,8,3.5957536982777643,4.0926000663262725,5.1487015600379795,,,,,,,,,
CV - Percentual das pessoas que não procuraram atendimento em estabelecimento de saúde (%),Grande Região,Norte,Cor ou Raça,Branca,Providência Tomada,Comprou ou tomou remédio por orientação médica,20.241623318981812,8,12.382773209411479,12.47830287861565,19.81393071446754,,,,,,,,,
CV - Percentual das pessoas que não procuraram atendimento em estabelecimento de saúde (%),Grande Região,Norte,Cor ou Raça,Branca,Providência Tomada,"Recebeu visita de algum profissional de saúde do SUS (equipe de saúde da família, agente comunitário, etc.)",38.67815563331959,8,26.414109698381967,30.08112537362393,30.783262462811084,,,,,,,,,
CV - Percentual das pessoas que não procuraram atendimento em estabelecimento de saúde (%),Grande Região,Norte,Cor ou Raça,Branca,Providência Tomada,Outra providência,41.93928749179232,8,26.578503679099235,38.349225319186324,31.72451498656299,,,,,,,,,
CV - Percentual das pessoas que não procuraram atendimento em estabelecimento de saúde (%),Grande Região,Norte,Cor ou Raça,Preta ou parda,Providência Tomada,Total,0.0,8,0,0,0.0,,,,,,,,,
CV - Percentual das pessoas que não procuraram atendimento em estabelecimento de saúde (%),Grande Região,Norte,Cor ou Raça,Preta ou parda,Providência Tomada,Ficou em casa,2.0437255971470876,8,0.6216956464278625,1.0478575391844391,1.4381924999602906,,,,,,,,,
CV - Percentual das pessoas que não procuraram atendimento em estabelecimento de saúde (%),Grande Região,Norte,Cor ou Raça,Preta ou parda,Providência Tomada,Ligou para algum profissional de saúde,24.253209714616897,8,8.645011030454183,11.553652524158355,18.327554007966643,,,,,,,,,
CV - Percentual das pessoas que não procuraram atendimento em estabelecimento de saúde (%),Grande Região,Norte,Cor ou Raça,Preta ou parda,Providência Tomada,Comprou ou tomou remédio por conta própria,2.874831683417132,8,1.8417224347273387,2.2869911125810614,2.482489354179054,,,,,,,,,
CV - Percentual das pessoas que não procuraram atendimento em estabelecimento de saúde (%),Grande Região,Norte,Cor ou Raça,Preta ou parda,Providência Tomada,Comprou ou tomou remédio por orientação médica,14.35615849099254,8,7.2059233825698925,8.586920243886127,10.167103894166999,,,,,,,,,
CV - Percentual das pessoas que não procuraram atendimento em estabelecimento de saúde (%),Grande Região,Norte,Cor ou Raça,Preta ou parda,Providência Tomada,"Recebeu visita de algum profissional de saúde do SUS (equipe de saúde da família, agente comunitário, etc.)",22.26523155127338,8,17.142696144848273,16.786280191879953,23.513392682416885,,,,,,,,,
CV - Percentual das pessoas que não procuraram atendimento em estabelecimento de saúde (%),Grande Região,Norte,Cor ou Raça,Preta ou parda,Providência Tomada,Outra providência,23.947942137550058,8,13.75327805751105,19.163054222581096,20.11643490575897,,,,,,,,,
População residente (mil pessoas),Grande Região,Norte,Sexo,Total,-,-,18367.987000000012,8,18310.669000000013,18329.806000000022,18348.914999999997,,,,,,,,,
População residente (mil pessoas),Grande Região,Norte,Sexo,Homem,-,-,9228.103000000003,8,9200.39700000001,9209.66500000001,9218.911999999995,,,,,,,,,
População residente (mil pessoas),Grande Região,Norte,Sexo,Mulher,-,-,9139.884000000002,8,9110.272000000012,9120.141000000007,9130.002999999999,,,,,,,,,
População residente (mil pessoas),Grande Região,Norte,Grupos de Idade,Total,-,-,18367.987000000012,8,18310.669000000013,18329.806000000022,18348.914999999997,,,,,,,,,
População residente (mil pessoas),Grande Região,Norte,Grupos de Idade,0 a 9 anos,-,-,3168.048000000002,8,3168.7320000000045,3168.3580000000006,3168.2050000000017,,,,,,,,,
População residente (mil pessoas),Grande Região,Norte,Grupos de Idade,10 a 19 anos,-,-,3329.0020000000004,8,3336.7580000000044,3334.178000000013,3331.725999999998,,,,,,,,,
População residente (mil pessoas),Grande Região,Norte,Grupos de Idade,20 a 29 anos,-,-,3349.6300000000024,8,3342.662000000003,3345.130000000003,3347.487000000002,,,,,,,,,
População residente (mil pessoas),Grande Região,Norte,Grupos de Idade,30 a 59 anos,-,-,6895.155,8,6853.320000000007,6867.368,6881.167999999995,,,,,,,,,
População residente (mil pessoas),Grande Região,Norte,Grupos de Idade,60 anos ou mais,-,-,1626.1519999999996,8,1609.1970000000008,1614.772,1620.329,,,,,,,,,
População residente (mil pessoas),Grande Região,Norte,Cor ou Raça,Total4,-,-,18367.987000000012,8,18310.669000000013,18329.806000000022,18348.914999999997,,,,,,,,,
População residente (mil pessoas),Grande Região,Norte,Cor ou Raça,Branca,-,-,3743.807916397707,8,3728.9296670333392,3751.772736813471,3685.7902111225176,,,,,,,,,
População residente (mil pessoas),Grande Região,Norte,Cor ou Raça,Preta ou parda,-,-,14331.533664516312,8,14268.196353072999,14271.74328242093,14354.296784995793,,,,,,,,,
População residente (mil pessoas),Grande Região,Norte,Nível de instrução,Total,-,-,18367.987000000012,8,18310.669000000013,18329.806000000022,18348.914999999997,,,,,,,,,
População residente (mil pessoas),Grande Região,Norte,Nível de instrução,Sem instrução ao fundamental incompleto,-,-,8525.083929489429,8,8486.640596570947,8545.11939411968,8550.67593806259,,,,,,,,,
População residente (mil pessoas),Grande Região,Norte,Nível de instrução,Fundamental completo ao médio incompleto,-,-,2980.609003654737,8,2909.977405423992,2906.0462955703797,2925.142322358569,,,,,,,,,
População residente (mil pessoas),Grande Região,Norte,Nível de instrução,Médio completo ao superior incompleto,-,-,5228.417987097236,8,5239.84407022458,5246.180579066573,5225.509049236908,,,,,,,,,
População residente (mil pessoas),Grande Região,Norte,Nível de instrução,Superior completo ou pós-graduação,-,-,1633.8760797586056,8,1674.2069277804958,1632.4597312433755,1647.5876903419357,,,,,,,,,
CV - População residente (%),Grande Região,Norte,Sexo,Total,-,-,0.0,8,0,0,0.0,,,,,,,,,
CV - População residente (%),Grande Região,Norte,Sexo,Homem,-,-,0.0,8,0,0,0.0,,,,,,,,,
CV - População residente (%),Grande Região,Norte,Sexo,Mulher,-,-,0.0,8,0,0,0.0,,,,,,,,,
CV - População residente (%),Grande Região,Norte,Grupos de Idade,Total,-,-,0.0,8,0,0,0.0,,,,,,,,,
CV - População residente (%),Grande Região,Norte,Grupos de Idade,0 a 9 anos,-,-,0.0,8,0,0,0.0,,,,,,,,,
CV - População residente (%),Grande Região,Norte,Grupos de Idade,10 a 19 anos,-,-,0.0,8,0,0,0.0,,,,,,,,,
CV - População residente (%),Grande Região,Norte,Grupos de Idade,20 a 29 anos,-,-,0.0,8,0,0,0.0,,,,,,,,,
CV - População residente (%),Grande Região,Norte,Grupos de Idade,30 a 59 anos,-,-,0.0,8,0,0,0.0,,,,,,,,,
CV - População residente (%),Grande Região,Norte,Grupos de Idade,60 anos ou mais,-,-,0.0,8,0,0,0.0,,,,,,,,,
CV - População residente (%),Grande Região,Norte,Cor ou Raça,Total4,-,-,0.0,8,0,0,0.0,,,,,,,,,
CV - População residente (%),Grande Região,Norte,Cor ou Raça,Branca,-,-,2.066822234153105,8,2.0600356788660252,1.9519369062053604,2.0330326861561088,,,,,,,,,
CV - População residente (%),Grande Região,Norte,Cor ou Raça,Preta ou parda,-,-,0.5542752033419412,8,0.5557040654693064,0.5263711162184757,0.540696566521867,,,,,,,,,
CV - População residente (%),Grande Região,Norte,Nível de instrução,Total,-,-,0.0,8,0,0,0.0,,,,,,,,,
CV - População residente (%),Grande Região,Norte,Nível de instrução,Sem instrução ao fundamental incompleto,-,-,0.8517752207561844,8,0.8619256149191288,0.813876937816335,0.8358781521000684,,,,,,,,,
CV - População residente (%),Grande Região,Norte,Nível de instrução,Fundamental completo ao médio incompleto,-,-,1.6217700526558354,8,1.7467060415185587,1.6933651493926845,1.6149013033755222,,,,,,,,,
CV - População residente (%),Grande Região,Norte,Nível de instrução,Médio completo ao superior incompleto,-,-,1.1163471883401732,8,1.1183788050237173,1.1122546771083097,1.0874446920577259,,,,,,,,,
CV - População residente (%),Grande Região,Norte,Nível de instrução,Superior completo ou pós-graduação,-,-,3.078034194586012,8,3.2283569530128897,3.1094142486660714,3.0109455262792535,,,,,,,,,
Distribuição da população residente (%),Grande Região,Norte,Sexo,Total,-,-,100.0,8,100,100,100.0,,,,,,,,,
Distribuição da população residente (%),Grande Região,Norte,Sexo,Homem,-,-,50.24014335375999,8,50.2460996919337,50.244203348360585,50.2422731807303,,,,,,,,,
Distribuição da população residente (%),Grande Região,Norte,Sexo,Mulher,-,-,49.75985664624,8,49.75390030806629,49.755796651639415,49.75772681926969,,,,,,,,,
Distribuição da população residente (%),Grande Região,Norte,Grupos de Idade,Total,-,-,100.0,8,100,100,100.0,,,,,,,,,
Distribuição da população residente (%),Grande Região,Norte,Grupos de Idade,0 a 9 anos,-,-,17.24766029070034,8,17.305386275072745,17.28527841483974,17.26644327471134,,,,,,,,,
Distribuição da população residente (%),Grande Região,Norte,Grupos de Idade,10 a 19 anos,-,-,18.12393486558979,8,18.223026149399566,18.189925196153194,18.157618583987116,,,,,,,,,
Distribuição da população residente (%),Grande Região,Norte,Grupos de Idade,20 a 29 anos,-,-,18.23623895204194,8,18.25526964634662,18.249674873809358,18.243514671030958,,,,,,,,,
Distribuição da população residente (%),Grande Região,Norte,Grupos de Idade,30 a 59 anos,-,-,37.5389801832939,8,37.42801532811281,37.46557928654564,37.50177054065595,,,,,,,,,
Distribuição da população residente (%),Grande Região,Norte,Grupos de Idade,60 anos ou mais,-,-,8.853185708374031,8,8.788302601068262,8.809542228652065,8.83065292961464,,,,,,,,,
Distribuição da população residente (%),Grande Região,Norte,Cor ou Raça,Total4,-,-,100.0,8,100,100,100.0,,,,,,,,,
Distribuição da população residente (%),Grande Região,Norte,Cor ou Raça,Branca,-,-,20.382243935591347,8,20.364792062121477,20.468153000710824,20.087237916370082,,,,,,,,,
Distribuição da população residente (%),Grande Região,Norte,Cor ou Raça,Preta ou parda,-,-,78.02451985901509,8,77.92285663114212,77.86085287766241,78.22967616884046,,,,,,,,,
Distribuição da população residente (%),Grande Região,Norte,Nível de instrução,Total,-,-,100.0,8,100,100,100.0,,,,,,,,,
Distribuição da população residente (%),Grande Região,Norte,Nível de instrução,Sem instrução ao fundamental incompleto,-,-,46.41272845788398,8,46.34806405255285,46.6187115898536,46.6004444298891,,,,,,,,,
Distribuição da população residente (%),Grande Região,Norte,Nível de instrução,Fundamental completo ao médio incompleto,-,-,16.22719464933602,8,15.892250607686659,15.854211962583662,15.941772700775866,,,,,,,,,
Distribuição da população residente (%),Grande Região,Norte,Nível de instrução,Médio completo ao superior incompleto,-,-,28.464839326689628,8,28.616344221090888,28.621037118813884,28.478572434593058,,,,,,,,,
Distribuição da população residente (%),Grande Região,Norte,Nível de instrução,Superior completo ou pós-graduação,-,-,8.895237566090422,8,9.14334111866965,8.906039328748893,8.979210434741978,,,,,,,,,
CV - Distribuição da população residente (%),Grande Região,Norte,Sexo,Total,-,-,0.0,8,0,0,0.0,,,,,,,,,
CV - Distribuição da população residente (%),Grande Região,Norte,Sexo,Homem,-,-,0.0,8,0,0,0.0,,,,,,,,,
CV - Distribuição da população residente (%),Grande Região,Norte,Sexo,Mulher,-,-,0.0,8,0,0,0.0,,,,,,,,,
CV - Distribuição da população residente (%),Grande Região,Norte,Grupos de Idade,Total,-,-,0.0,8,0,0,0.0,,,,,,,,,
CV - Distribuição da população residente (%),Grande Região,Norte,Grupos de Idade,0 a 9 anos,-,-,0.0,8,0,0,0.0,,,,,,,,,
CV - Distribuição da população residente (%),Grande Região,Norte,Grupos de Idade,10 a 19 anos,-,-,0.0,8,0,0,0.0,,,,,,,,,
CV - Distribuição da população residente (%),Grande Região,Norte,Grupos de Idade,20 a 29 anos,-,-,0.0,8,0,0,0.0,,,,,,,,,
CV - Distribuição da população residente (%),Grande Região,Norte,Grupos de Idade,30 a 59 anos,-,-,0.0,8,0,0,0.0,,,,,,,,,
CV - Distribuição da população residente (%),Grande Região,Norte,Grupos de Idade,60 anos ou mais,-,-,0.0,8,0,0,0.0,,,,,,,,,
CV - Distribuição da população residente (%),Grande Região,Norte,Cor ou Raça,Total4,-,-,0.0,8,0,0,0.0,,,,,,,,,
CV - Distribuição da população residente (%),Grande Região,Norte,Cor ou Raça,Branca,-,-,2.066822234153105,8,2.060035678866025,1.9519369062053593,2.0330326861561097,,,,,,,,,
CV - Distribuição da população residente (%),Grande Região,Norte,Cor ou Raça,Preta ou parda,-,-,0.5542752033419412,8,0.5557040654693071,0.5263711162184753,0.540696566521867,,,,,,,,,
CV - Distribuição da população residente (%),Grande Região,Norte,Nível de instrução,Total,-,-,0.0,8,0,0,0.0,,,,,,,,,
CV - Distribuição da população residente (%),Grande Região,Norte,Nível de instrução,Sem instrução ao fundamental incompleto,-,-,0.8517752207561841,8,0.8619256149191308,0.813876937816335,0.8358781521000688,,,,,,,,,
CV - Distribuição da população residente (%),Grande Região,Norte,Nível de instrução,Fundamental completo ao médio incompleto,-,-,1.6217700526558365,8,1.7467060415185587,1.6933651493926851,1.6149013033755228,,,,,,,,,
CV - Distribuição da população residente (%),Grande Região,Norte,Nível de instrução,Médio completo ao superior incompleto,-,-,1.116347188340173,8,1.118378805023717,1.1122546771083093,1.0874446920577252,,,,,,,,,
CV - Distribuição da população residente (%),Grande Região,Norte,Nível de instrução,Superior completo ou pós-graduação,-,-,3.0780341945860124,8,3.2283569530128884,3.1094142486660736,3.010945526279254,,,,,,,,,
Pessoas que fizeram algum teste para saber se estavam infectadas pelo Coronavírus (mil pessoas),Grande Região,Norte,Sexo,Total,-,-,1581.686437173998,8,-,-,1310.792228298049,,,,,,,,,
Pessoas que fizeram algum teste para saber se estavam infectadas pelo Coronavírus (mil pessoas),Grande Região,Norte,Sexo,Homem,-,-,780.1139842577535,8,-,-,663.2714683186402,,,,,,,,,
Pessoas que fizeram algum teste para saber se estavam infectadas pelo Coronavírus (mil pessoas),Grande Região,Norte,Sexo,Mulher,-,-,801.5724529162445,8,-,-,647.5207599794087,,,,,,,,,
Pessoas que fizeram algum teste para saber se estavam infectadas pelo Coronavírus (mil pessoas),Grande Região,Norte,Grupos de Idade,Total,-,-,1581.686437173998,8,-,-,1310.792228298049,,,,,,,,,
Pessoas que fizeram algum teste para saber se estavam infectadas pelo Coronavírus (mil pessoas),Grande Região,Norte,Grupos de Idade,0 a 9 anos,-,-,82.21250962236323,8,-,-,67.7766141809376,,,,,,,,,
Pessoas que fizeram algum teste para saber se estavam infectadas pelo Coronavírus (mil pessoas),Grande Região,Norte,Grupos de Idade,10 a 19 anos,-,-,145.4449293246357,8,-,-,113.08283244371343,,,,,,,,,
Pessoas que fizeram algum teste para saber se estavam infectadas pelo Coronavírus (mil pessoas),Grande Região,Norte,Grupos de Idade,20 a 29 anos,-,-,318.8079576321823,8,-,-,257.3150693219015,,,,,,,,,
Pessoas que fizeram algum teste para saber se estavam infectadas pelo Coronavírus (mil pessoas),Grande Região,Norte,Grupos de Idade,30 a 59 anos,-,-,879.9389485204738,8,-,-,754.9708212854616,,,,,,,,,
Pessoas que fizeram algum teste para saber se estavam infectadas pelo Coronavírus (mil pessoas),Grande Região,Norte,Grupos de Idade,60 anos ou mais,-,-,155.28209207434318,8,-,-,117.64689106603505,,,,,,,,,
Pessoas que fizeram algum teste para saber se estavam infectadas pelo Coronavírus (mil pessoas),Grande Região,Norte,Grupos de Idade 2,Total ,-,-,1581.686437173998,8,-,-,1310.792228298049,,,,,,,,,
Pessoas que fizeram algum teste para saber se estavam infectadas pelo Coronavírus (mil pessoas),Grande Região,Norte,Grupos de Idade 2,0 a 59 anos ,-,-,1426.404345099655,8,-,-,1193.1453372320138,,,,,,,,,
Pessoas que fizeram algum teste para saber se estavam infectadas pelo Coronavírus (mil pessoas),Grande Região,Norte,Grupos de Idade 2,60 anos ou mais ,-,-,155.28209207434318,8,-,-,117.64689106603505,,,,,,,,,
Pessoas que fizeram algum teste para saber se estavam infectadas pelo Coronavírus (mil pessoas),Grande Região,Norte,Cor ou Raça,Total4,-,-,1581.686437173998,8,-,-,1310.792228298049,,,,,,,,,
Pessoas que fizeram algum teste para saber se estavam infectadas pelo Coronavírus (mil pessoas),Grande Região,Norte,Cor ou Raça,Branca,-,-,362.44501490622906,8,-,-,288.3410788308251,,,,,,,,,
