Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,mes_entrevista
,,,,,,,,,,8
,,,,,,,,,,8
,,,,,,,,,,8
,,,,,,,,,,8
,,,,,,,,,,8
,,,,,,,,,,8
,,,,,,,,,,8
,,,,,,,,,,8
,,,,,,,,,,8
,,,,,,24012.308054568697,15506.473518271681,13793.338769285525,12135.650021518044,8
,,,,,,10406.81512875569,6685.178014680552,5888.35277242285,5198.160462263026,8
,,,,,,13605.49292581299,8821.295503591125,7904.985996862676,6937.48955925501,8
,,,,,,24012.308054568697,15506.473518271681,13793.338769285525,12135.650021518044,8
,,,,,,1735.7045546828922,1194.3090166993618,1076.6523097833167,1208.1916136915725,8
,,,,,,2268.6729766715193,1400.562072776355,1306.4714546885498,1223.4445188525563,8
,,,,,,4296.956701247115,2674.0501659503584,2330.513608940735,1990.6247392935397,8
,,,,,,12149.556778142394,7786.126171740589,6824.362021119404,5744.556150076561,8
,,,,,,3561.417043824768,2451.426091105014,2255.339374753519,1968.8329996038046,8
,,,,,,24012.308054568697,15506.473518271681,13793.338769285525,12135.650021518044,8
,,,,,,20450.891010743915,13055.047427166664,11537.999394532006,10166.817021914234,8
,,,,,,3561.417043824768,2451.426091105014,2255.339374753519,1968.8329996038046,8
,,,,,,24012.308054568697,15506.473518271681,13793.338769285525,12135.650021518044,8
,,,,,,9674.587942436572,6311.659556178074,5815.691615308965,5275.086898564105,8
,,,,,,13980.966363750738,8996.996718778093,7805.100661648494,6716.392785677183,8
,,,,,,24012.308054568697,15506.473518271681,13793.338769285525,12135.650021518044,8
,,,,,,7877.641931692336,5384.199151674597,4837.796755666782,4613.692532280517,8
,,,,,,3923.287695213503,2467.464714906454,2292.886272960609,1925.9769556137694,8
,,,,,,8360.363563077983,5204.942510982156,4519.05541705963,3762.3986745143293,8
,,,,,,3851.014864584881,2449.867140708479,2143.6003235985077,1833.5818591094194,8
,,,,,,0.9718026143192522,1.093221875666173,1.198469797626261,1.26153175371041,8
,,,,,,1.2225430631862129,1.4309412068462508,1.486408036501562,1.6064409135024134,8
,,,,,,1.0645023920295928,1.1869782359465015,1.3340157354345101,1.4219943123091847,8
,,,,,,0.9718026143192522,1.093221875666173,1.198469797626261,1.26153175371041,8
,,,,,,2.909366440923389,3.3307928953512618,3.5484010782206905,3.4193627556240536,8
,,,,,,2.294990384351332,2.6865604736874085,2.980963798233022,3.045351555970211,8
,,,,,,1.7974475441329356,2.1034926210426117,2.298076263693302,2.558476970208284,8
,,,,,,1.0839151841629586,1.2975666198431977,1.3990121551440644,1.486410343865288,8
,,,,,,1.6549442966397678,1.969083486312085,2.075136345249918,2.1894639288858277,8
,,,,,,0.9718026143192522,1.093221875666173,1.198469797626261,1.26153175371041,8
,,,,,,1.0468088541839005,1.1739492522267427,1.2977640162010613,1.3743067726030231,8
,,,,,,1.6549442966397678,1.969083486312085,2.075136345249918,2.1894639288858277,8
