Indicador,Nível Territorial,Abertura Territorial,Variável de abertura 1,Categoria de abertura 1,Variável de abertura 2,Categoria de abertura 2,Valor,mes_entrevista
"Percentual de pessoas que apresentaram os sintomas de tosse, febre e dor no peito no total da população (%)",País,Brasil,Cor ou Raça,Branca,-,-,0.2780738602964198,5
"Percentual de pessoas que apresentaram os sintomas de tosse, febre e dor no peito no total da população (%)",País,Brasil,Cor ou Raça,Preta ou parda,-,-,0.6164284904327016,5
"Percentual de pessoas que apresentaram os sintomas de tosse, febre e dor no peito no total da população (%)",País,Brasil,Nível de instrução,Total,-,-,0.47015143234151124,5
"Percentual de pessoas que apresentaram os sintomas de tosse, febre e dor no peito no total da população (%)",País,Brasil,Nível de instrução,Sem instrução ao fundamental incompleto,-,-,0.298679154666162,5
"Percentual de pessoas que apresentaram os sintomas de tosse, febre e dor no peito no total da população (%)",País,Brasil,Nível de instrução,Fundamental completo ao médio incompleto,-,-,0.5252966328267761,5
"Percentual de pessoas que apresentaram os sintomas de tosse, febre e dor no peito no total da população (%)",País,Brasil,Nível de instrução,Médio completo ao superior incompleto,-,-,0.6429602561959745,5
"Percentual de pessoas que apresentaram os sintomas de tosse, febre e dor no peito no total da população (%)",País,Brasil,Nível de instrução,Superior completo ou pós-graduação,-,-,0.5441447134161724,5
"CV - Percentual de pessoas que apresentaram os sintomas de tosse, febre e dor no peito no total da população (%)",País,Brasil,Sexo,Total,-,-,4.213615576664918,5
"CV - Percentual de pessoas que apresentaram os sintomas de tosse, febre e dor no peito no total da população (%)",País,Brasil,Sexo,Homem,-,-,5.188660251856455,5
"CV - Percentual de pessoas que apresentaram os sintomas de tosse, febre e dor no peito no total da população (%)",País,Brasil,Sexo,Mulher,-,-,4.938536440202826,5
"CV - Percentual de pessoas que apresentaram os sintomas de tosse, febre e dor no peito no total da população (%)",País,Brasil,Grupos de Idade,Total,-,-,4.213615576664918,5
"CV - Percentual de pessoas que apresentaram os sintomas de tosse, febre e dor no peito no total da população (%)",País,Brasil,Grupos de Idade,0 a 9 anos,-,-,19.52034541098114,5
"CV - Percentual de pessoas que apresentaram os sintomas de tosse, febre e dor no peito no total da população (%)",País,Brasil,Grupos de Idade,10 a 19 anos,-,-,10.910315257107934,5
"CV - Percentual de pessoas que apresentaram os sintomas de tosse, febre e dor no peito no total da população (%)",País,Brasil,Grupos de Idade,20 a 29 anos,-,-,7.694618483430007,5
"CV - Percentual de pessoas que apresentaram os sintomas de tosse, febre e dor no peito no total da população (%)",País,Brasil,Grupos de Idade,30 a 59 anos,-,-,4.575338169693741,5
"CV - Percentual de pessoas que apresentaram os sintomas de tosse, febre e dor no peito no total da população (%)",País,Brasil,Grupos de Idade,60 anos ou mais,-,-,10.58542030335851,5
"CV - Percentual de pessoas que apresentaram os sintomas de tosse, febre e dor no peito no total da população (%)",País,Brasil,Grupos de Idade 2,Total ,-,-,4.213615576664918,5
"CV - Percentual de pessoas que apresentaram os sintomas de tosse, febre e dor no peito no total da população (%)",País,Brasil,Grupos de Idade 2,0 a 59 anos ,-,-,4.3385983334170835,5
"CV - Percentual de pessoas que apresentaram os sintomas de tosse, febre e dor no peito no total da população (%)",País,Brasil,Grupos de Idade 2,60 anos ou mais ,-,-,10.58542030335851,5
"CV - Percentual de pessoas que apresentaram os sintomas de tosse, febre e dor no peito no total da população (%)",País,Brasil,Cor ou Raça,Total4,-,-,4.213615576664918,5
"CV - Percentual de pessoas que apresentaram os sintomas de tosse, febre e dor no peito no total da população (%)",País,Brasil,Cor ou Raça,Branca,-,-,7.247889613421749,5
"CV - Percentual de pessoas que apresentaram os sintomas de tosse, febre e dor no peito no total da população (%)",País,Brasil,Cor ou Raça,Preta ou parda,-,-,4.70989044568682,5
"CV - Percentual de pessoas que apresentaram os sintomas de tosse, febre e dor no peito no total da população (%)",País,Brasil,Nível de instrução,Total,-,-,4.213615576664918,5
"CV - Percentual de pessoas que apresentaram os sintomas de tosse, febre e dor no peito no total da população (%)",País,Brasil,Nível de instrução,Sem instrução ao fundamental incompleto,-,-,7.574275134753368,5
"CV - Percentual de pessoas que apresentaram os sintomas de tosse, febre e dor no peito no total da população (%)",País,Brasil,Nível de instrução,Fundamental completo ao médio incompleto,-,-,8.030339802333394,5
"CV - Percentual de pessoas que apresentaram os sintomas de tosse, febre e dor no peito no total da população (%)",País,Brasil,Nível de instrução,Médio completo ao superior incompleto,-,-,5.515020610230174,5
"CV - Percentual de pessoas que apresentaram os sintomas de tosse, febre e dor no peito no total da população (%)",País,Brasil,Nível de instrução,Superior completo ou pós-graduação,-,-,9.028680623791141,5
Percentual de pessoas que apresentaram sintomas referenciados conjugados3 no total da população (%),País,Brasil,Sexo,Total,-,-,2.0130442094688368,5
Percentual de pessoas que apresentaram sintomas referenciados conjugados3 no total da população (%),País,Brasil,Sexo,Homem,-,-,1.7540938351538038,5
Percentual de pessoas que apresentaram sintomas referenciados conjugados3 no total da população (%),País,Brasil,Sexo,Mulher,-,-,2.260730075098343,5
Percentual de pessoas que apresentaram sintomas referenciados conjugados3 no total da população (%),País,Brasil,Grupos de Idade,Total,-,-,2.0130442094688368,5
Percentual de pessoas que apresentaram sintomas referenciados conjugados3 no total da população (%),País,Brasil,Grupos de Idade,0 a 9 anos,-,-,0.40130584341347875,5
Percentual de pessoas que apresentaram sintomas referenciados conjugados3 no total da população (%),País,Brasil,Grupos de Idade,10 a 19 anos,-,-,1.3681258414788073,5
Percentual de pessoas que apresentaram sintomas referenciados conjugados3 no total da população (%),País,Brasil,Grupos de Idade,20 a 29 anos,-,-,2.620783835160793,5
Percentual de pessoas que apresentaram sintomas referenciados conjugados3 no total da população (%),País,Brasil,Grupos de Idade,30 a 59 anos,-,-,2.695431983703131,5
Percentual de pessoas que apresentaram sintomas referenciados conjugados3 no total da população (%),País,Brasil,Grupos de Idade,60 anos ou mais,-,-,1.5724756191682177,5
Percentual de pessoas que apresentaram sintomas referenciados conjugados3 no total da população (%),País,Brasil,Grupos de Idade 2,Total ,-,-,2.0130442094688368,5
Percentual de pessoas que apresentaram sintomas referenciados conjugados3 no total da população (%),País,Brasil,Grupos de Idade 2,0 a 59 anos ,-,-,2.086072066664971,5
Percentual de pessoas que apresentaram sintomas referenciados conjugados3 no total da população (%),País,Brasil,Grupos de Idade 2,60 anos ou mais ,-,-,1.5724756191682177,5
Percentual de pessoas que apresentaram sintomas referenciados conjugados3 no total da população (%),País,Brasil,Cor ou Raça,Total4,-,-,2.0130442094688368,5
Percentual de pessoas que apresentaram sintomas referenciados conjugados3 no total da população (%),País,Brasil,Cor ou Raça,Branca,-,-,1.2933177228363126,5
Percentual de pessoas que apresentaram sintomas referenciados conjugados3 no total da população (%),País,Brasil,Cor ou Raça,Preta ou parda,-,-,2.5734167583862697,5
Percentual de pessoas que apresentaram sintomas referenciados conjugados3 no total da população (%),País,Brasil,Nível de instrução,Total,-,-,2.0130442094688368,5
Percentual de pessoas que apresentaram sintomas referenciados conjugados3 no total da população (%),País,Brasil,Nível de instrução,Sem instrução ao fundamental incompleto,-,-,1.3934406937778252,5
Percentual de pessoas que apresentaram sintomas referenciados conjugados3 no total da população (%),País,Brasil,Nível de instrução,Fundamental completo ao médio incompleto,-,-,2.4005669594613677,5
Percentual de pessoas que apresentaram sintomas referenciados conjugados3 no total da população (%),País,Brasil,Nível de instrução,Médio completo ao superior incompleto,-,-,2.69821216046956,5
Percentual de pessoas que apresentaram sintomas referenciados conjugados3 no total da população (%),País,Brasil,Nível de instrução,Superior completo ou pós-graduação,-,-,1.9123060005983594,5
CV - Percentual de pessoas que apresentaram sintomas referenciados conjugados3 no total da população (%),País,Brasil,Sexo,Total,-,-,2.203149111433901,5
CV - Percentual de pessoas que apresentaram sintomas referenciados conjugados3 no total da população (%),País,Brasil,Sexo,Homem,-,-,2.7456495502688223,5
CV - Percentual de pessoas que apresentaram sintomas referenciados conjugados3 no total da população (%),País,Brasil,Sexo,Mulher,-,-,2.4273814258726882,5
CV - Percentual de pessoas que apresentaram sintomas referenciados conjugados3 no total da população (%),País,Brasil,Grupos de Idade,Total,-,-,2.203149111433901,5
CV - Percentual de pessoas que apresentaram sintomas referenciados conjugados3 no total da população (%),País,Brasil,Grupos de Idade,0 a 9 anos,-,-,10.419486385019763,5
CV - Percentual de pessoas que apresentaram sintomas referenciados conjugados3 no total da população (%),País,Brasil,Grupos de Idade,10 a 19 anos,-,-,5.2107546106832245,5
CV - Percentual de pessoas que apresentaram sintomas referenciados conjugados3 no total da população (%),País,Brasil,Grupos de Idade,20 a 29 anos,-,-,3.9944402300821427,5
CV - Percentual de pessoas que apresentaram sintomas referenciados conjugados3 no total da população (%),País,Brasil,Grupos de Idade,30 a 59 anos,-,-,2.4059742107501174,5
CV - Percentual de pessoas que apresentaram sintomas referenciados conjugados3 no total da população (%),País,Brasil,Grupos de Idade,60 anos ou mais,-,-,4.655282313819593,5
CV - Percentual de pessoas que apresentaram sintomas referenciados conjugados3 no total da população (%),País,Brasil,Grupos de Idade 2,Total ,-,-,2.203149111433901,5
CV - Percentual de pessoas que apresentaram sintomas referenciados conjugados3 no total da população (%),País,Brasil,Grupos de Idade 2,0 a 59 anos ,-,-,2.313046441152139,5
CV - Percentual de pessoas que apresentaram sintomas referenciados conjugados3 no total da população (%),País,Brasil,Grupos de Idade 2,60 anos ou mais ,-,-,4.655282313819593,5
CV - Percentual de pessoas que apresentaram sintomas referenciados conjugados3 no total da população (%),País,Brasil,Cor ou Raça,Total4,-,-,2.203149111433901,5
CV - Percentual de pessoas que apresentaram sintomas referenciados conjugados3 no total da população (%),País,Brasil,Cor ou Raça,Branca,-,-,3.4858439064268,5
CV - Percentual de pessoas que apresentaram sintomas referenciados conjugados3 no total da população (%),País,Brasil,Cor ou Raça,Preta ou parda,-,-,2.6166766319598156,5
CV - Percentual de pessoas que apresentaram sintomas referenciados conjugados3 no total da população (%),País,Brasil,Nível de instrução,Total,-,-,2.203149111433901,5
CV - Percentual de pessoas que apresentaram sintomas referenciados conjugados3 no total da população (%),País,Brasil,Nível de instrução,Sem instrução ao fundamental incompleto,-,-,3.927110754363202,5
CV - Percentual de pessoas que apresentaram sintomas referenciados conjugados3 no total da população (%),País,Brasil,Nível de instrução,Fundamental completo ao médio incompleto,-,-,3.9698107476813944,5
CV - Percentual de pessoas que apresentaram sintomas referenciados conjugados3 no total da população (%),País,Brasil,Nível de instrução,Médio completo ao superior incompleto,-,-,2.8955839897931783,5
CV - Percentual de pessoas que apresentaram sintomas referenciados conjugados3 no total da população (%),País,Brasil,Nível de instrução,Superior completo ou pós-graduação,-,-,4.695768390195962,5
Pessoas que apresentaram algum dos sintoma(s) (mil pessoas),País,Brasil,Sexo,Total,Procura a estabelecimento de saúde,Total,24012.308054568697,5
Pessoas que apresentaram algum dos sintoma(s) (mil pessoas),País,Brasil,Sexo,Total,Procura a estabelecimento de saúde,Foi a estabelecimento de saúde,3768.1372352974104,5
Pessoas que apresentaram algum dos sintoma(s) (mil pessoas),País,Brasil,Sexo,Total,Procura a estabelecimento de saúde,Não foi a estabelecimento de saúde,20235.517723922512,5
Pessoas que apresentaram algum dos sintoma(s) (mil pessoas),País,Brasil,Sexo,Homem,Procura a estabelecimento de saúde,Total,10406.81512875569,5
Pessoas que apresentaram algum dos sintoma(s) (mil pessoas),País,Brasil,Sexo,Homem,Procura a estabelecimento de saúde,Foi a estabelecimento de saúde,1670.8734760564407,5
Pessoas que apresentaram algum dos sintoma(s) (mil pessoas),País,Brasil,Sexo,Homem,Procura a estabelecimento de saúde,Não foi a estabelecimento de saúde,8734.262811563847,5
Pessoas que apresentaram algum dos sintoma(s) (mil pessoas),País,Brasil,Sexo,Mulher,Procura a estabelecimento de saúde,Total,13605.49292581299,5
Pessoas que apresentaram algum dos sintoma(s) (mil pessoas),País,Brasil,Sexo,Mulher,Procura a estabelecimento de saúde,Foi a estabelecimento de saúde,2097.2637592409696,5
Pessoas que apresentaram algum dos sintoma(s) (mil pessoas),País,Brasil,Sexo,Mulher,Procura a estabelecimento de saúde,Não foi a estabelecimento de saúde,11501.254912358676,5
Pessoas que apresentaram algum dos sintoma(s) (mil pessoas),País,Brasil,Cor ou Raça,Total4,Procura a estabelecimento de saúde,Total,24012.308054568697,5
Pessoas que apresentaram algum dos sintoma(s) (mil pessoas),País,Brasil,Cor ou Raça,Total4,Procura a estabelecimento de saúde,Foi a estabelecimento de saúde,3768.1372352974104,5
Pessoas que apresentaram algum dos sintoma(s) (mil pessoas),País,Brasil,Cor ou Raça,Total4,Procura a estabelecimento de saúde,Não foi a estabelecimento de saúde,20235.517723922512,5
Pessoas que apresentaram algum dos sintoma(s) (mil pessoas),País,Brasil,Cor ou Raça,Branca,Procura a estabelecimento de saúde,Total,9674.587942436572,5
Pessoas que apresentaram algum dos sintoma(s) (mil pessoas),País,Brasil,Cor ou Raça,Branca,Procura a estabelecimento de saúde,Foi a estabelecimento de saúde,1353.7092258321002,5
Pessoas que apresentaram algum dos sintoma(s) (mil pessoas),País,Brasil,Cor ou Raça,Branca,Procura a estabelecimento de saúde,Não foi a estabelecimento de saúde,8317.36123173865,5
Pessoas que apresentaram algum dos sintoma(s) (mil pessoas),País,Brasil,Cor ou Raça,Preta ou parda,Procura a estabelecimento de saúde,Total,13980.966363750738,5
Pessoas que apresentaram algum dos sintoma(s) (mil pessoas),País,Brasil,Cor ou Raça,Preta ou parda,Procura a estabelecimento de saúde,Foi a estabelecimento de saúde,2358.862278946422,5
Pessoas que apresentaram algum dos sintoma(s) (mil pessoas),País,Brasil,Cor ou Raça,Preta ou parda,Procura a estabelecimento de saúde,Não foi a estabelecimento de saúde,11616.968474321386,5
Pessoas que apresentaram algum dos sintoma(s) (mil pessoas),País,Brasil,Grupos de Idade 2,Total ,Procura a estabelecimento de saúde,Total,24012.308054568697,5
Pessoas que apresentaram algum dos sintoma(s) (mil pessoas),País,Brasil,Grupos de Idade 2,Total ,Procura a estabelecimento de saúde,Foi a estabelecimento de saúde,3768.1372352974104,5
Pessoas que apresentaram algum dos sintoma(s) (mil pessoas),País,Brasil,Grupos de Idade 2,Total ,Procura a estabelecimento de saúde,Não foi a estabelecimento de saúde,20235.517723922512,5
Pessoas que apresentaram algum dos sintoma(s) (mil pessoas),País,Brasil,Grupos de Idade 2,0 a 59 anos ,Procura a estabelecimento de saúde,Total,20450.891010743915,5
Pessoas que apresentaram algum dos sintoma(s) (mil pessoas),País,Brasil,Grupos de Idade 2,0 a 59 anos ,Procura a estabelecimento de saúde,Foi a estabelecimento de saúde,3223.554442973148,5
Pessoas que apresentaram algum dos sintoma(s) (mil pessoas),País,Brasil,Grupos de Idade 2,0 a 59 anos ,Procura a estabelecimento de saúde,Não foi a estabelecimento de saúde,17220.802207599823,5
Pessoas que apresentaram algum dos sintoma(s) (mil pessoas),País,Brasil,Grupos de Idade 2,60 anos ou mais ,Procura a estabelecimento de saúde,Total,3561.417043824768,5
Pessoas que apresentaram algum dos sintoma(s) (mil pessoas),País,Brasil,Grupos de Idade 2,60 anos ou mais ,Procura a estabelecimento de saúde,Foi a estabelecimento de saúde,544.5827923242613,5
Pessoas que apresentaram algum dos sintoma(s) (mil pessoas),País,Brasil,Grupos de Idade 2,60 anos ou mais ,Procura a estabelecimento de saúde,Não foi a estabelecimento de saúde,3014.715516322702,5
CV - Pessoas que apresentaram algum dos sintoma(s) (%),País,Brasil,Sexo,Total,Procura a estabelecimento de saúde,Total,0.9718026143192522,5
CV - Pessoas que apresentaram algum dos sintoma(s) (%),País,Brasil,Sexo,Total,Procura a estabelecimento de saúde,Foi a estabelecimento de saúde,2.0342579671050967,5
CV - Pessoas que apresentaram algum dos sintoma(s) (%),País,Brasil,Sexo,Total,Procura a estabelecimento de saúde,Não foi a estabelecimento de saúde,1.056299802101902,5
CV - Pessoas que apresentaram algum dos sintoma(s) (%),País,Brasil,Sexo,Homem,Procura a estabelecimento de saúde,Total,1.2225430631862129,5
CV - Pessoas que apresentaram algum dos sintoma(s) (%),País,Brasil,Sexo,Homem,Procura a estabelecimento de saúde,Foi a estabelecimento de saúde,2.7972001912757793,5
CV - Pessoas que apresentaram algum dos sintoma(s) (%),País,Brasil,Sexo,Homem,Procura a estabelecimento de saúde,Não foi a estabelecimento de saúde,1.3265825923766683,5
CV - Pessoas que apresentaram algum dos sintoma(s) (%),País,Brasil,Sexo,Mulher,Procura a estabelecimento de saúde,Total,1.0645023920295928,5
CV - Pessoas que apresentaram algum dos sintoma(s) (%),País,Brasil,Sexo,Mulher,Procura a estabelecimento de saúde,Foi a estabelecimento de saúde,2.4282367424130222,5
CV - Pessoas que apresentaram algum dos sintoma(s) (%),País,Brasil,Sexo,Mulher,Procura a estabelecimento de saúde,Não foi a estabelecimento de saúde,1.1592784156198868,5
CV - Pessoas que apresentaram algum dos sintoma(s) (%),País,Brasil,Cor ou Raça,Total4,Procura a estabelecimento de saúde,Total,0.9718026143192522,5
CV - Pessoas que apresentaram algum dos sintoma(s) (%),País,Brasil,Cor ou Raça,Total4,Procura a estabelecimento de saúde,Foi a estabelecimento de saúde,2.0342579671050967,5
CV - Pessoas que apresentaram algum dos sintoma(s) (%),País,Brasil,Cor ou Raça,Total4,Procura a estabelecimento de saúde,Não foi a estabelecimento de saúde,1.056299802101902,5
CV - Pessoas que apresentaram algum dos sintoma(s) (%),País,Brasil,Cor ou Raça,Branca,Procura a estabelecimento de saúde,Total,1.4377812445311464,5
CV - Pessoas que apresentaram algum dos sintoma(s) (%),País,Brasil,Cor ou Raça,Branca,Procura a estabelecimento de saúde,Foi a estabelecimento de saúde,3.2711014123462676,5
CV - Pessoas que apresentaram algum dos sintoma(s) (%),País,Brasil,Cor ou Raça,Branca,Procura a estabelecimento de saúde,Não foi a estabelecimento de saúde,1.5438351156123773,5
CV - Pessoas que apresentaram algum dos sintoma(s) (%),País,Brasil,Cor ou Raça,Preta ou parda,Procura a estabelecimento de saúde,Total,1.237369117879694,5
CV - Pessoas que apresentaram algum dos sintoma(s) (%),País,Brasil,Cor ou Raça,Preta ou parda,Procura a estabelecimento de saúde,Foi a estabelecimento de saúde,2.423093439016223,5
CV - Pessoas que apresentaram algum dos sintoma(s) (%),País,Brasil,Cor ou Raça,Preta ou parda,Procura a estabelecimento de saúde,Não foi a estabelecimento de saúde,1.3446599495516847,5
CV - Pessoas que apresentaram algum dos sintoma(s) (%),País,Brasil,Grupos de Idade 2,Total ,Procura a estabelecimento de saúde,Total,0.9718026143192522,5
CV - Pessoas que apresentaram algum dos sintoma(s) (%),País,Brasil,Grupos de Idade 2,Total ,Procura a estabelecimento de saúde,Foi a estabelecimento de saúde,2.0342579671050967,5
CV - Pessoas que apresentaram algum dos sintoma(s) (%),País,Brasil,Grupos de Idade 2,Total ,Procura a estabelecimento de saúde,Não foi a estabelecimento de saúde,1.056299802101902,5
CV - Pessoas que apresentaram algum dos sintoma(s) (%),País,Brasil,Grupos de Idade 2,0 a 59 anos ,Procura a estabelecimento de saúde,Total,1.0468088541839005,5
CV - Pessoas que apresentaram algum dos sintoma(s) (%),País,Brasil,Grupos de Idade 2,0 a 59 anos ,Procura a estabelecimento de saúde,Foi a estabelecimento de saúde,2.2042401756922425,5
CV - Pessoas que apresentaram algum dos sintoma(s) (%),País,Brasil,Grupos de Idade 2,0 a 59 anos ,Procura a estabelecimento de saúde,Não foi a estabelecimento de saúde,1.1403310315371928,5
CV - Pessoas que apresentaram algum dos sintoma(s) (%),País,Brasil,Grupos de Idade 2,60 anos ou mais ,Procura a estabelecimento de saúde,Total,1.6549442966397678,5
CV - Pessoas que apresentaram algum dos sintoma(s) (%),País,Brasil,Grupos de Idade 2,60 anos ou mais ,Procura a estabelecimento de saúde,Foi a estabelecimento de saúde,4.329079063685212,5
CV - Pessoas que apresentaram algum dos sintoma(s) (%),País,Brasil,Grupos de Idade 2,60 anos ou mais ,Procura a estabelecimento de saúde,Não foi a estabelecimento de saúde,1.80898935513826,5
Distribuição das pessoas que apresentaram algum dos sintoma(s) (%),País,Brasil,Sexo,Total,Procura a estabelecimento de saúde,Total,100.0,5
Distribuição das pessoas que apresentaram algum dos sintoma(s) (%),País,Brasil,Sexo,Total,Procura a estabelecimento de saúde,Foi a estabelecimento de saúde,15.698181138243916,5
Distribuição das pessoas que apresentaram algum dos sintoma(s) (%),País,Brasil,Sexo,Total,Procura a estabelecimento de saúde,Não foi a estabelecimento de saúde,84.30181886175617,5
Distribuição das pessoas que apresentaram algum dos sintoma(s) (%),País,Brasil,Sexo,Homem,Procura a estabelecimento de saúde,Total,100.0,5
Distribuição das pessoas que apresentaram algum dos sintoma(s) (%),País,Brasil,Sexo,Homem,Procura a estabelecimento de saúde,Foi a estabelecimento de saúde,16.05816041106923,5
Distribuição das pessoas que apresentaram algum dos sintoma(s) (%),País,Brasil,Sexo,Homem,Procura a estabelecimento de saúde,Não foi a estabelecimento de saúde,83.94183958893076,5
Distribuição das pessoas que apresentaram algum dos sintoma(s) (%),País,Brasil,Sexo,Mulher,Procura a estabelecimento de saúde,Total,100.0,5
Distribuição das pessoas que apresentaram algum dos sintoma(s) (%),País,Brasil,Sexo,Mulher,Procura a estabelecimento de saúde,Foi a estabelecimento de saúde,15.422736916345764,5
Distribuição das pessoas que apresentaram algum dos sintoma(s) (%),País,Brasil,Sexo,Mulher,Procura a estabelecimento de saúde,Não foi a estabelecimento de saúde,84.57726308365432,5
Distribuição das pessoas que apresentaram algum dos sintoma(s) (%),País,Brasil,Cor ou Raça,Total4,Procura a estabelecimento de saúde,Total,100.0,5
Distribuição das pessoas que apresentaram algum dos sintoma(s) (%),País,Brasil,Cor ou Raça,Total4,Procura a estabelecimento de saúde,Foi a estabelecimento de saúde,15.698181138243916,5
Distribuição das pessoas que apresentaram algum dos sintoma(s) (%),País,Brasil,Cor ou Raça,Total4,Procura a estabelecimento de saúde,Não foi a estabelecimento de saúde,84.30181886175617,5
Distribuição das pessoas que apresentaram algum dos sintoma(s) (%),País,Brasil,Cor ou Raça,Branca,Procura a estabelecimento de saúde,Total,100.0,5
Distribuição das pessoas que apresentaram algum dos sintoma(s) (%),País,Brasil,Cor ou Raça,Branca,Procura a estabelecimento de saúde,Foi a estabelecimento de saúde,13.997511772570967,5
Distribuição das pessoas que apresentaram algum dos sintoma(s) (%),País,Brasil,Cor ou Raça,Branca,Procura a estabelecimento de saúde,Não foi a estabelecimento de saúde,86.00248822742905,5
Distribuição das pessoas que apresentaram algum dos sintoma(s) (%),País,Brasil,Cor ou Raça,Preta ou parda,Procura a estabelecimento de saúde,Total,100.0,5
Distribuição das pessoas que apresentaram algum dos sintoma(s) (%),País,Brasil,Cor ou Raça,Preta ou parda,Procura a estabelecimento de saúde,Foi a estabelecimento de saúde,16.878154297875135,5
Distribuição das pessoas que apresentaram algum dos sintoma(s) (%),País,Brasil,Cor ou Raça,Preta ou parda,Procura a estabelecimento de saúde,Não foi a estabelecimento de saúde,83.12184570212493,5
Distribuição das pessoas que apresentaram algum dos sintoma(s) (%),País,Brasil,Grupos de Idade 2,Total ,Procura a estabelecimento de saúde,Total,100.0,5
Distribuição das pessoas que apresentaram algum dos sintoma(s) (%),País,Brasil,Grupos de Idade 2,Total ,Procura a estabelecimento de saúde,Foi a estabelecimento de saúde,15.698181138243916,5
Distribuição das pessoas que apresentaram algum dos sintoma(s) (%),País,Brasil,Grupos de Idade 2,Total ,Procura a estabelecimento de saúde,Não foi a estabelecimento de saúde,84.30181886175617,5
Distribuição das pessoas que apresentaram algum dos sintoma(s) (%),País,Brasil,Grupos de Idade 2,0 a 59 anos ,Procura a estabelecimento de saúde,Total,100.0,5
Distribuição das pessoas que apresentaram algum dos sintoma(s) (%),País,Brasil,Grupos de Idade 2,0 a 59 anos ,Procura a estabelecimento de saúde,Foi a estabelecimento de saúde,15.737481840924932,5
Distribuição das pessoas que apresentaram algum dos sintoma(s) (%),País,Brasil,Grupos de Idade 2,0 a 59 anos ,Procura a estabelecimento de saúde,Não foi a estabelecimento de saúde,84.26251815907504,5
Distribuição das pessoas que apresentaram algum dos sintoma(s) (%),País,Brasil,Grupos de Idade 2,60 anos ou mais ,Procura a estabelecimento de saúde,Total,100.0,5
Distribuição das pessoas que apresentaram algum dos sintoma(s) (%),País,Brasil,Grupos de Idade 2,60 anos ou mais ,Procura a estabelecimento de saúde,Foi a estabelecimento de saúde,11.954948956644186,5
Distribuição das pessoas que apresentaram algum dos sintoma(s) (%),País,Brasil,Grupos de Idade 2,60 anos ou mais ,Procura a estabelecimento de saúde,Não foi a estabelecimento de saúde,88.0450510433558,5
CV - Distribuição das pessoas que apresentaram algum dos sintoma(s) (%),País,Brasil,Sexo,Total,Procura a estabelecimento de saúde,Total,0.0,5
CV - Distribuição das pessoas que apresentaram algum dos sintoma(s) (%),País,Brasil,Sexo,Total,Procura a estabelecimento de saúde,Foi a estabelecimento de saúde,1.860847303587027,5
CV - Distribuição das pessoas que apresentaram algum dos sintoma(s) (%),País,Brasil,Sexo,Total,Procura a estabelecimento de saúde,Não foi a estabelecimento de saúde,0.3465158692510014,5
CV - Distribuição das pessoas que apresentaram algum dos sintoma(s) (%),País,Brasil,Sexo,Homem,Procura a estabelecimento de saúde,Total,0.0,5
CV - Distribuição das pessoas que apresentaram algum dos sintoma(s) (%),País,Brasil,Sexo,Homem,Procura a estabelecimento de saúde,Foi a estabelecimento de saúde,2.5446428913699752,5
CV - Distribuição das pessoas que apresentaram algum dos sintoma(s) (%),País,Brasil,Sexo,Homem,Procura a estabelecimento de saúde,Não foi a estabelecimento de saúde,0.486792807241438,5
CV - Distribuição das pessoas que apresentaram algum dos sintoma(s) (%),País,Brasil,Sexo,Mulher,Procura a estabelecimento de saúde,Total,0.0,5
CV - Distribuição das pessoas que apresentaram algum dos sintoma(s) (%),País,Brasil,Sexo,Mulher,Procura a estabelecimento de saúde,Foi a estabelecimento de saúde,2.2356089713056604,5
CV - Distribuição das pessoas que apresentaram algum dos sintoma(s) (%),País,Brasil,Sexo,Mulher,Procura a estabelecimento de saúde,Não foi a estabelecimento de saúde,0.4076652253238157,5
CV - Distribuição das pessoas que apresentaram algum dos sintoma(s) (%),País,Brasil,Cor ou Raça,Total4,Procura a estabelecimento de saúde,Total,0.0,5
CV - Distribuição das pessoas que apresentaram algum dos sintoma(s) (%),País,Brasil,Cor ou Raça,Total4,Procura a estabelecimento de saúde,Foi a estabelecimento de saúde,1.860847303587027,5
CV - Distribuição das pessoas que apresentaram algum dos sintoma(s) (%),País,Brasil,Cor ou Raça,Total4,Procura a estabelecimento de saúde,Não foi a estabelecimento de saúde,0.3465158692510014,5
CV - Distribuição das pessoas que apresentaram algum dos sintoma(s) (%),País,Brasil,Cor ou Raça,Branca,Procura a estabelecimento de saúde,Total,0.0,5
CV - Distribuição das pessoas que apresentaram algum dos sintoma(s) (%),País,Brasil,Cor ou Raça,Branca,Procura a estabelecimento de saúde,Foi a estabelecimento de saúde,3.013495470236234,5
CV - Distribuição das pessoas que apresentaram algum dos sintoma(s) (%),País,Brasil,Cor ou Raça,Branca,Procura a estabelecimento de saúde,Não foi a estabelecimento de saúde,0.49046765030419087,5
CV - Distribuição das pessoas que apresentaram algum dos sintoma(s) (%),País,Brasil,Cor ou Raça,Preta ou parda,Procura a estabelecimento de saúde,Total,0.0,5
CV - Distribuição das pessoas que apresentaram algum dos sintoma(s) (%),País,Brasil,Cor ou Raça,Preta ou parda,Procura a estabelecimento de saúde,Foi a estabelecimento de saúde,2.17652091045065,5
CV - Distribuição das pessoas que apresentaram algum dos sintoma(s) (%),País,Brasil,Cor ou Raça,Preta ou parda,Procura a estabelecimento de saúde,Não foi a estabelecimento de saúde,0.4419494712711682,5
